campaign_name,start_date,end_date,budget,roi,type,target_audience,channel,conversion_rate,revenue,duration_days,budget_cat,revenue_cat,roi_cat
Triple-buffered bi-directional extranet,2023-07-05 00:00:00+00:00,2023-11-02 00:00:00+00:00,2699081.0,-0.9153706205927129,email,B2C,referral,0.75,228421.55,120.0,Muy Alto,Muy Alto,Pérdida
Down-sized systemic open architecture,2022-11-14 00:00:00+00:00,2024-02-25 00:00:00+00:00,4311383.0,-0.926255630733804,webinar,B2B,organic,0.33,317940.22,468.0,Muy Alto,Muy Alto,Pérdida
Optional composite secured line,2023-06-05 00:00:00+00:00,2024-02-13 00:00:00+00:00,9925038.0,-0.9848988376669188,webinar,B2B,referral,0.37,149879.61,253.0,Muy Alto,Alto,Pérdida
Self-enabling non-volatile core,2023-07-28 00:00:00+00:00,2024-03-16 00:00:00+00:00,388446.0,0.6423523475592487,podcast,B2B,organic,0.86,637965.2,232.0,Muy Alto,Muy Alto,Bajo
Multi-tiered context-sensitive hub,2023-06-20 00:00:00+00:00,2024-05-24 00:00:00+00:00,138068.0,0.1561068459020192,podcast,B2C,promotion,0.84,159621.36,339.0,Alto,Alto,Bajo
Optimized 4thgeneration hub,2023-04-02 00:00:00+00:00,2024-06-28 00:00:00+00:00,365303.0,0.2787913321270288,podcast,B2C,referral,0.13,467146.31,453.0,Muy Alto,Muy Alto,Bajo
Re-engineered methodical methodology,2023-06-02 00:00:00+00:00,2024-07-05 00:00:00+00:00,8615471.0,-0.8877423880830194,social media,B2B,paid,0.8,967152.2,399.0,Muy Alto,Muy Alto,Pérdida
Sharable cohesive focus group,2022-08-27 00:00:00+00:00,2023-11-03 00:00:00+00:00,8853697.0,-0.9740827351557209,email,B2B,paid,0.92,229463.61,433.0,Muy Alto,Muy Alto,Pérdida
Mandatory multi-tasking hardware,2022-09-08 00:00:00+00:00,2023-12-27 00:00:00+00:00,3525699.0,-0.8325936700779051,email,B2B,organic,0.7,590224.33,475.0,Muy Alto,Muy Alto,Pérdida
User-friendly radical conglomeration,2022-11-02 00:00:00+00:00,2024-07-17 00:00:00+00:00,6159999.0,-0.9357247460592121,webinar,B2C,organic,0.93,395935.5,623.0,Muy Alto,Muy Alto,Pérdida
Ameliorated attitude-oriented flexibility,2022-10-11 00:00:00+00:00,2024-06-15 00:00:00+00:00,7540487.0,-0.9824525498154164,email,B2C,referral,0.55,132316.32,613.0,Muy Alto,Alto,Pérdida
Visionary methodical workforce,2023-01-27 00:00:00+00:00,2024-03-25 00:00:00+00:00,3606347.0,-0.7971638780183937,podcast,B2C,promotion,0.67,731497.44,423.0,Muy Alto,Muy Alto,Pérdida
Future-proofed 4thgeneration core,2022-11-07 00:00:00+00:00,2024-04-07 00:00:00+00:00,1737868.0,-0.5702315710974596,podcast,B2B,referral,0.88,746880.8,517.0,Muy Alto,Muy Alto,Pérdida
Networked system-worthy solution,2023-04-28 00:00:00+00:00,2024-02-22 00:00:00+00:00,705751.0,-0.7603645761748833,social media,B2B,paid,0.62,169122.94,300.0,Muy Alto,Alto,Pérdida
Cross-group zero administration model,2023-01-23 00:00:00+00:00,2023-10-09 00:00:00+00:00,7567768.0,-0.9205060871316351,social media,B2B,paid,0.16,601591.49,259.0,Muy Alto,Muy Alto,Pérdida
Organized static alliance,2023-01-23 00:00:00+00:00,2023-10-04 00:00:00+00:00,203093.0,3.209420462546715,webinar,B2B,promotion,0.84,854903.83,254.0,Muy Alto,Muy Alto,Medio
Face-to-face scalable definition,2023-06-13 00:00:00+00:00,2024-04-26 00:00:00+00:00,7648411.0,-0.9968140820361249,podcast,B2B,paid,0.41,24367.21,318.0,Muy Alto,Bajo,Pérdida
Programmable tertiary installation,2022-11-22 00:00:00+00:00,2024-04-17 00:00:00+00:00,2098345.0,-0.6594322859205707,webinar,B2C,promotion,0.94,714628.56,512.0,Muy Alto,Muy Alto,Pérdida
Reverse-engineered multi-state standardization,2022-09-05 00:00:00+00:00,2023-10-10 00:00:00+00:00,2349846.0,-0.7192232171810409,podcast,B2C,organic,0.32,659782.2,400.0,Muy Alto,Muy Alto,Pérdida
Versatile systemic matrices,2023-03-18 00:00:00+00:00,2023-11-03 00:00:00+00:00,4076162.0,-0.8651872349528797,email,B2B,referral,0.74,549518.67,230.0,Muy Alto,Muy Alto,Pérdida
Polarized client-driven moratorium,2023-01-25 00:00:00+00:00,2023-08-16 00:00:00+00:00,5062424.0,-0.9972188026921491,webinar,B2C,referral,0.58,14079.6,203.0,Muy Alto,Bajo,Pérdida
Implemented neutral algorithm,2023-05-31 00:00:00+00:00,2024-05-04 00:00:00+00:00,2952887.0,-0.8135822467977948,podcast,B2C,promotion,0.78,550470.56,339.0,Muy Alto,Muy Alto,Pérdida
Enterprise-wide impactful installation,2023-07-26 00:00:00+00:00,2024-02-23 00:00:00+00:00,7162059.0,-0.8782133154725478,email,B2C,referral,0.38,872243.42,212.0,Muy Alto,Muy Alto,Pérdida
Managed regional process improvement,2023-06-14 00:00:00+00:00,2023-09-19 00:00:00+00:00,6500753.0,-0.9339864643372852,email,B2B,promotion,0.99,429137.69,97.0,Muy Alto,Muy Alto,Pérdida
Vision-oriented incremental website,2023-02-28 00:00:00+00:00,2024-04-26 00:00:00+00:00,8886519.0,-0.9573086008143347,email,B2B,referral,0.4,379377.93,423.0,Muy Alto,Muy Alto,Pérdida
Compatible global Graphical User Interface,2023-07-05 00:00:00+00:00,2024-05-05 00:00:00+00:00,2983885.0,-0.7576170596386925,webinar,B2C,paid,0.4,723242.82,305.0,Muy Alto,Muy Alto,Pérdida
Up-sized web-enabled flexibility,2022-09-24 00:00:00+00:00,2024-06-08 00:00:00+00:00,8272729.0,-0.9028130004016812,podcast,B2B,organic,0.21,804001.71,623.0,Muy Alto,Muy Alto,Pérdida
User-centric intermediate website,2023-03-04 00:00:00+00:00,2023-11-09 00:00:00+00:00,4077629.0,-0.7956190178164811,email,B2C,promotion,0.2,833389.82,250.0,Muy Alto,Muy Alto,Pérdida
Multi-tiered asynchronous model,2022-08-26 00:00:00+00:00,2024-01-03 00:00:00+00:00,2819289.0,-0.6834903480984035,social media,B2C,organic,0.1,892332.18,495.0,Muy Alto,Muy Alto,Pérdida
Function-based homogeneous productivity,2022-10-28 00:00:00+00:00,2024-05-04 00:00:00+00:00,1171134.0,-0.16700451015853013,social media,B2B,organic,0.26,975549.34,554.0,Muy Alto,Muy Alto,Pérdida
Persevering tertiary solution,2022-12-24 00:00:00+00:00,2023-12-07 00:00:00+00:00,4679073.0,-0.8271540345705228,social media,B2C,promotion,0.79,808758.89,348.0,Muy Alto,Muy Alto,Pérdida
Expanded 3rdgeneration synergy,2022-10-08 00:00:00+00:00,2024-07-09 00:00:00+00:00,4394675.0,-0.8318261395893894,email,B2B,paid,0.0,739069.46,640.0,Muy Alto,Muy Alto,Pérdida
Stand-alone web-enabled array,2022-09-10 00:00:00+00:00,2023-11-24 00:00:00+00:00,4954642.0,-0.8309128328545231,social media,B2C,organic,0.26,837766.38,440.0,Muy Alto,Muy Alto,Pérdida
Reverse-engineered stable approach,2022-08-14 00:00:00+00:00,2024-01-05 00:00:00+00:00,947245.0,-0.2661508902131972,podcast,B2B,paid,0.77,695134.9,509.0,Muy Alto,Muy Alto,Pérdida
Streamlined homogeneous emulation,2022-08-22 00:00:00+00:00,2023-11-17 00:00:00+00:00,4179248.0,-0.8180532622136806,podcast,B2C,promotion,0.28,760400.54,452.0,Muy Alto,Muy Alto,Pérdida
Face-to-face multi-tasking flexibility,2023-06-07 00:00:00+00:00,2023-10-23 00:00:00+00:00,9299745.0,-0.9162320117379563,podcast,B2B,referral,0.51,779020.93,138.0,Muy Alto,Muy Alto,Pérdida
Cross-group bandwidth-monitored algorithm,2023-04-18 00:00:00+00:00,2024-02-06 00:00:00+00:00,9291324.0,-0.9641917158415745,podcast,B2C,paid,0.63,332706.37,294.0,Muy Alto,Muy Alto,Pérdida
Cross-platform empowering protocol,2022-10-13 00:00:00+00:00,2024-02-05 00:00:00+00:00,1503697.0,-0.728371659982031,social media,B2B,referral,0.66,408446.72,480.0,Muy Alto,Muy Alto,Pérdida
Robust maximized Graphic Interface,2022-09-17 00:00:00+00:00,2024-07-31 00:00:00+00:00,9529159.0,-0.9155387689511739,social media,B2B,organic,0.27,804844.5,683.0,Muy Alto,Muy Alto,Pérdida
Reduced solution-oriented Local Area Network,2022-10-18 00:00:00+00:00,2024-02-07 00:00:00+00:00,2961785.0,-0.8303193682188276,podcast,B2B,paid,0.7,502557.55,477.0,Muy Alto,Muy Alto,Pérdida
Grass-roots multimedia hub,2022-08-07 00:00:00+00:00,2024-03-11 00:00:00+00:00,875277.0,0.0022700128073741385,email,B2C,paid,0.2,877263.89,582.0,Muy Alto,Muy Alto,Bajo
Inverse dedicated process improvement,2023-01-14 00:00:00+00:00,2023-12-20 00:00:00+00:00,417712.0,1.126788840157812,webinar,B2C,organic,0.7,888385.22,340.0,Muy Alto,Muy Alto,Medio
Networked impactful complexity,2022-11-13 00:00:00+00:00,2023-12-17 00:00:00+00:00,532895.0,0.5837722815939349,webinar,B2C,referral,0.1,843984.33,399.0,Muy Alto,Muy Alto,Bajo
Re-contextualized 3rdgeneration moderator,2023-01-15 00:00:00+00:00,2024-07-07 00:00:00+00:00,8549069.0,-0.978845965566543,podcast,B2C,referral,0.59,180847.3,539.0,Muy Alto,Alto,Pérdida
Operative heuristic middleware,2023-05-27 00:00:00+00:00,2023-08-28 00:00:00+00:00,955188.0,-0.5847836028090806,webinar,B2C,referral,0.46,396609.72,93.0,Muy Alto,Muy Alto,Pérdida
Seamless didactic algorithm,2022-09-06 00:00:00+00:00,2024-04-07 00:00:00+00:00,2017961.0,-0.8376882407539095,webinar,B2B,promotion,0.46,327538.8,579.0,Muy Alto,Muy Alto,Pérdida
Multi-layered neutral productivity,2023-04-14 00:00:00+00:00,2024-03-17 00:00:00+00:00,1555045.0,-0.44652021002607645,webinar,B2C,paid,0.23,860685.98,338.0,Muy Alto,Muy Alto,Pérdida
Enhanced systematic conglomeration,2023-06-06 00:00:00+00:00,2024-06-03 00:00:00+00:00,2600411.0,-0.8391439968528053,email,B2B,organic,0.88,418291.72,363.0,Muy Alto,Muy Alto,Pérdida
Customizable mission-critical projection,2022-09-05 00:00:00+00:00,2023-11-05 00:00:00+00:00,665621.0,0.14536981255098616,email,B2B,promotion,0.6,762382.2,426.0,Muy Alto,Muy Alto,Bajo
Future-proofed dynamic Internet solution,2022-10-08 00:00:00+00:00,2023-10-20 00:00:00+00:00,849412.0,-0.7540990473409841,podcast,B2C,paid,0.93,208871.22,377.0,Muy Alto,Muy Alto,Pérdida
Realigned homogeneous support,2022-10-13 00:00:00+00:00,2024-03-03 00:00:00+00:00,2413255.0,-0.9861004286741352,social media,B2C,paid,0.65,33543.21,507.0,Muy Alto,Bajo,Pérdida
Enterprise-wide non-volatile projection,2023-03-05 00:00:00+00:00,2024-04-18 00:00:00+00:00,993249.0,-0.4829588048918247,email,B2B,organic,0.85,513550.65,410.0,Muy Alto,Muy Alto,Pérdida
Up-sized next generation portal,2022-11-14 00:00:00+00:00,2024-06-23 00:00:00+00:00,570293.0,0.6690028985100642,social media,B2C,organic,0.88,951820.67,587.0,Muy Alto,Muy Alto,Bajo
Stand-alone modular Internet solution,2023-05-05 00:00:00+00:00,2023-08-17 00:00:00+00:00,1106874.0,-0.325053348438937,podcast,B2C,promotion,0.86,747080.9,104.0,Muy Alto,Muy Alto,Pérdida
Stand-alone composite matrix,2022-11-10 00:00:00+00:00,2023-12-19 00:00:00+00:00,4730768.0,-0.8356578466752121,podcast,B2B,referral,0.85,777464.6,404.0,Muy Alto,Muy Alto,Pérdida
Robust national process improvement,2023-07-07 00:00:00+00:00,2023-10-09 00:00:00+00:00,521143.0,-0.15675801075712428,social media,B2C,organic,0.89,439449.66,94.0,Muy Alto,Muy Alto,Pérdida
Intuitive analyzing contingency,2022-11-02 00:00:00+00:00,2023-10-29 00:00:00+00:00,6648896.0,-0.9265273874038638,webinar,B2C,promotion,0.53,488511.76,361.0,Muy Alto,Muy Alto,Pérdida
Networked systemic toolset,2023-02-06 00:00:00+00:00,2023-09-12 00:00:00+00:00,4152952.0,-0.7768157277040525,podcast,B2C,paid,0.79,926873.57,218.0,Muy Alto,Muy Alto,Pérdida
Compatible content-based architecture,2023-02-05 00:00:00+00:00,2024-05-27 00:00:00+00:00,5947138.0,-0.9583682285495982,email,B2B,paid,0.16,247589.89,477.0,Muy Alto,Muy Alto,Pérdida
Universal uniform service-desk,2023-07-10 00:00:00+00:00,2024-05-16 00:00:00+00:00,3705416.0,-0.9983883159137867,email,B2B,referral,0.6,5971.96,311.0,Muy Alto,Muy Bajo,Pérdida
Programmable non-volatile encoding,2023-02-22 00:00:00+00:00,2023-08-21 00:00:00+00:00,461849.0,0.8846409973822614,podcast,B2C,referral,0.2,870419.56,180.0,Muy Alto,Muy Alto,Bajo
Public-key logistical knowledgebase,2022-09-13 00:00:00+00:00,2024-07-25 00:00:00+00:00,3571119.0,-0.8124543875463125,webinar,B2C,promotion,0.39,669747.7,681.0,Muy Alto,Muy Alto,Pérdida
Profit-focused next generation installation,2023-03-12 00:00:00+00:00,2024-07-30 00:00:00+00:00,1650553.0,-0.756935905723718,podcast,B2C,paid,0.29,401190.17,506.0,Muy Alto,Muy Alto,Pérdida
Right-sized transitional standardization,2023-02-06 00:00:00+00:00,2024-01-06 00:00:00+00:00,99298.0,8.76990976656126,email,B2C,promotion,0.65,970132.5,334.0,Medio,Muy Alto,Alto
Quality-focused local methodology,2022-09-21 00:00:00+00:00,2023-12-27 00:00:00+00:00,1109223.0,-0.9059731361502601,social media,B2C,paid,0.83,104296.76,462.0,Muy Alto,Alto,Pérdida
Intuitive mobile focus group,2023-06-04 00:00:00+00:00,2024-02-12 00:00:00+00:00,5640679.0,-0.9734345936012314,podcast,B2C,referral,0.7,149846.93,253.0,Muy Alto,Alto,Pérdida
Extended web-enabled approach,2023-01-23 00:00:00+00:00,2023-10-26 00:00:00+00:00,940201.0,-0.730330769697118,social media,B2B,referral,0.47,253543.28,276.0,Muy Alto,Muy Alto,Pérdida
Configurable context-sensitive orchestration,2022-09-15 00:00:00+00:00,2024-05-22 00:00:00+00:00,4558371.0,-0.7895741921840062,social media,B2C,organic,0.0,959198.9,615.0,Muy Alto,Muy Alto,Pérdida
Organized multi-state definition,2022-09-26 00:00:00+00:00,2023-11-22 00:00:00+00:00,942354.0,-0.8532977946716415,social media,B2B,promotion,0.16,138245.41,422.0,Muy Alto,Alto,Pérdida
Horizontal systematic moderator,2023-06-30 00:00:00+00:00,2023-10-25 00:00:00+00:00,2055758.0,-0.5859772307830007,webinar,B2B,promotion,0.8,851130.62,117.0,Muy Alto,Muy Alto,Pérdida
Reverse-engineered non-volatile intranet,2022-08-09 00:00:00+00:00,2023-10-22 00:00:00+00:00,351799.0,-0.6603192163707117,webinar,B2B,referral,0.53,119499.36,439.0,Muy Alto,Alto,Pérdida
Versatile systematic flexibility,2023-05-16 00:00:00+00:00,2023-09-06 00:00:00+00:00,2454635.0,-0.8306425435960947,webinar,B2C,promotion,0.14,415710.74,113.0,Muy Alto,Muy Alto,Pérdida
Sharable tangible structure,2022-09-22 00:00:00+00:00,2023-12-07 00:00:00+00:00,1154573.0,-0.9739846159575879,social media,B2C,promotion,0.5,30036.66,441.0,Muy Alto,Bajo,Pérdida
Enhanced optimizing time-frame,2022-11-06 00:00:00+00:00,2024-04-02 00:00:00+00:00,137861.0,5.2589346515693345,email,B2B,organic,0.66,862862.99,513.0,Alto,Muy Alto,Alto
Stand-alone zero-defect Graphic Interface,2023-01-09 00:00:00+00:00,2023-10-31 00:00:00+00:00,4168729.0,-0.9264654598559897,social media,B2B,organic,0.97,306545.57,295.0,Muy Alto,Muy Alto,Pérdida
Intuitive 24hour flexibility,2023-05-22 00:00:00+00:00,2023-11-30 00:00:00+00:00,7892222.0,-0.8960502948345852,podcast,B2C,organic,0.5,820394.15,192.0,Muy Alto,Muy Alto,Pérdida
Profound heuristic solution,2022-09-03 00:00:00+00:00,2023-12-05 00:00:00+00:00,2996535.0,-0.7329958134979234,email,B2B,organic,0.69,800087.39,458.0,Muy Alto,Muy Alto,Pérdida
Organized explicit pricing structure,2022-09-19 00:00:00+00:00,2023-11-10 00:00:00+00:00,4401646.0,-0.8827149434552438,webinar,B2C,organic,0.46,516247.3,417.0,Muy Alto,Muy Alto,Pérdida
Compatible local concept,2023-06-03 00:00:00+00:00,2024-03-09 00:00:00+00:00,791892.0,-0.9879069494324983,webinar,B2B,referral,0.15,9576.39,280.0,Muy Alto,Muy Bajo,Pérdida
Business-focused directional instruction set,2023-06-21 00:00:00+00:00,2023-09-08 00:00:00+00:00,653478.0,0.32873536676062537,podcast,B2B,promotion,0.8,868299.33,79.0,Muy Alto,Muy Alto,Bajo
Up-sized foreground open system,2023-04-29 00:00:00+00:00,2024-05-08 00:00:00+00:00,6416551.0,-0.9547631009244686,podcast,B2B,promotion,0.44,290264.87,375.0,Muy Alto,Muy Alto,Pérdida
Operative exuding process improvement,2023-05-29 00:00:00+00:00,2023-11-11 00:00:00+00:00,5599195.0,-0.8262257360209816,social media,B2B,organic,0.72,972995.99,166.0,Muy Alto,Muy Alto,Pérdida
Ergonomic full-range workforce,2023-04-25 00:00:00+00:00,2024-03-13 00:00:00+00:00,8809467.0,-0.9664113390742028,email,B2B,paid,0.24,295898.2,323.0,Muy Alto,Muy Alto,Pérdida
Down-sized object-oriented website,2022-11-16 00:00:00+00:00,2024-04-10 00:00:00+00:00,2303051.0,-0.9938522030124387,social media,B2C,referral,0.9,14158.69,511.0,Muy Alto,Bajo,Pérdida
Fully-configurable web-enabled info-mediaries,2023-03-30 00:00:00+00:00,2024-04-04 00:00:00+00:00,4420735.0,-0.8042032037658896,social media,B2C,organic,0.51,865565.75,371.0,Muy Alto,Muy Alto,Pérdida
User-centric intangible success,2023-01-09 00:00:00+00:00,2023-08-27 00:00:00+00:00,4059489.0,-0.9228157755816065,email,B2C,referral,0.86,313328.51,230.0,Muy Alto,Muy Alto,Pérdida
Realigned zero administration intranet,2023-03-12 00:00:00+00:00,2023-11-29 00:00:00+00:00,5531488.0,-0.9359310134994417,social media,B2B,paid,0.34,354396.83,262.0,Muy Alto,Muy Alto,Pérdida
Secured grid-enabled policy,2023-07-22 00:00:00+00:00,2023-08-27 00:00:00+00:00,912752.0,-0.16589611416901853,email,B2C,paid,0.38,761329.99,36.0,Muy Alto,Muy Alto,Pérdida
Sharable neutral array,2023-03-24 00:00:00+00:00,2024-06-15 00:00:00+00:00,6771657.0,-0.9822138953582557,webinar,B2B,promotion,0.15,120441.4,449.0,Muy Alto,Alto,Pérdida
Universal global benchmark,2023-05-04 00:00:00+00:00,2024-03-13 00:00:00+00:00,1539047.0,-0.8120426471706192,webinar,B2B,paid,0.72,289275.2,314.0,Muy Alto,Muy Alto,Pérdida
Adaptive well-modulated extranet,2022-11-18 00:00:00+00:00,2023-08-09 00:00:00+00:00,7110548.0,-0.9658630333414527,social media,B2C,promotion,0.9,242732.54,264.0,Muy Alto,Muy Alto,Pérdida
Robust tangible strategy,2023-05-16 00:00:00+00:00,2023-12-16 00:00:00+00:00,445925.0,-0.35994925155575486,webinar,B2C,paid,0.62,285414.63,214.0,Muy Alto,Muy Alto,Pérdida
Versatile context-sensitive interface,2022-11-05 00:00:00+00:00,2023-10-29 00:00:00+00:00,3038256.0,-0.8547127760136077,webinar,B2B,paid,0.95,441419.78,358.0,Muy Alto,Muy Alto,Pérdida
Synergistic value-added help-desk,2023-04-01 00:00:00+00:00,2024-07-18 00:00:00+00:00,2952793.0,-0.9516784176879314,social media,B2C,paid,0.61,142683.63,474.0,Muy Alto,Alto,Pérdida
Multi-channeled didactic process improvement,2022-12-31 00:00:00+00:00,2024-06-08 00:00:00+00:00,9733913.0,-0.9579413058242867,email,B2B,organic,0.69,409395.67,525.0,Muy Alto,Muy Alto,Pérdida
Distributed stable emulation,2022-12-04 00:00:00+00:00,2024-03-19 00:00:00+00:00,3872334.0,-0.9683602266746618,email,B2C,referral,0.22,122519.77,471.0,Muy Alto,Alto,Pérdida
Operative context-sensitive Local Area Network,2022-08-31 00:00:00+00:00,2023-11-28 00:00:00+00:00,6223475.0,-0.8970217957009549,email,B2B,promotion,0.84,640882.28,454.0,Muy Alto,Muy Alto,Pérdida
Seamless motivating infrastructure,2023-02-20 00:00:00+00:00,2023-10-20 00:00:00+00:00,6347839.0,-0.9112497150605112,podcast,B2B,organic,0.28,563372.52,242.0,Muy Alto,Muy Alto,Pérdida
Switchable leadingedge alliance,2023-01-29 00:00:00+00:00,2024-07-28 00:00:00+00:00,9323634.0,-0.9414403235905656,webinar,B2C,referral,0.85,545988.99,546.0,Muy Alto,Muy Alto,Pérdida
Multi-lateral grid-enabled middleware,2023-06-11 00:00:00+00:00,2024-07-17 00:00:00+00:00,8471825.0,-0.9909143826743353,social media,B2B,paid,0.97,76971.76,402.0,Muy Alto,Medio,Pérdida
Inverse system-worthy utilization,2022-08-25 00:00:00+00:00,2023-08-15 00:00:00+00:00,173981.0,-0.7907964088032601,email,B2C,paid,0.6,36397.45,355.0,Alto,Bajo,Pérdida
Extended next generation paradigm,2023-06-01 00:00:00+00:00,2024-01-26 00:00:00+00:00,781356.0,-0.2946150794260235,podcast,B2B,referral,0.11,551156.74,239.0,Muy Alto,Muy Alto,Pérdida
Customer-focused bifurcated service-desk,2023-04-08 00:00:00+00:00,2023-09-19 00:00:00+00:00,247696.0,-0.34603970189264255,social media,B2B,organic,0.9,161983.35,164.0,Muy Alto,Alto,Pérdida
Extended tangible hierarchy,2022-08-02 00:00:00+00:00,2024-04-07 00:00:00+00:00,3694395.0,-0.9633886089603305,social media,B2C,referral,0.46,135256.94,614.0,Muy Alto,Alto,Pérdida
Down-sized systematic contingency,2023-05-14 00:00:00+00:00,2024-07-26 00:00:00+00:00,6741739.0,-0.9568106507831288,podcast,B2C,paid,0.74,291171.32,439.0,Muy Alto,Muy Alto,Pérdida
Focused holistic installation,2022-12-13 00:00:00+00:00,2023-09-14 00:00:00+00:00,6500876.0,-0.9332532415631369,podcast,B2B,paid,0.36,433912.4,275.0,Muy Alto,Muy Alto,Pérdida
Profound 24/7 parallelism,2023-06-21 00:00:00+00:00,2023-12-13 00:00:00+00:00,754785.0,-0.5059277807587591,social media,B2B,referral,0.34,372918.3,175.0,Muy Alto,Muy Alto,Pérdida
Ergonomic incremental utilization,2022-11-06 00:00:00+00:00,2024-06-01 00:00:00+00:00,305748.0,2.224664658476916,webinar,B2C,promotion,0.92,985934.77,573.0,Muy Alto,Muy Alto,Medio
Implemented actuating structure,2023-01-26 00:00:00+00:00,2024-05-11 00:00:00+00:00,7345284.0,-0.8815184395865429,podcast,B2B,paid,0.83,870280.71,471.0,Muy Alto,Muy Alto,Pérdida
Optimized high-level ability,2023-04-22 00:00:00+00:00,2024-03-23 00:00:00+00:00,211342.0,1.5795373849021963,email,B2C,paid,0.6,545164.59,336.0,Muy Alto,Muy Alto,Medio
Up-sized eco-centric open architecture,2023-05-20 00:00:00+00:00,2023-08-22 00:00:00+00:00,4343929.0,-0.7956580528825402,social media,B2B,paid,0.24,887646.91,94.0,Muy Alto,Muy Alto,Pérdida
Business-focused systematic Graphical User Interface,2023-01-25 00:00:00+00:00,2023-11-22 00:00:00+00:00,5579559.0,-0.878318806199558,social media,B2B,organic,0.7,678927.4,301.0,Muy Alto,Muy Alto,Pérdida
Up-sized maximized time-frame,2023-05-17 00:00:00+00:00,2024-06-24 00:00:00+00:00,779544.0,-0.315891687961167,social media,B2B,organic,0.24,533292.53,404.0,Muy Alto,Muy Alto,Pérdida
Versatile explicit standardization,2023-05-08 00:00:00+00:00,2023-11-16 00:00:00+00:00,9372856.0,-0.9603471641941368,webinar,B2B,paid,0.68,371660.32,192.0,Muy Alto,Muy Alto,Pérdida
Extended regional paradigm,2023-01-15 00:00:00+00:00,2023-09-09 00:00:00+00:00,6159931.0,-0.9171424907194577,email,B2C,organic,0.3,510396.54,237.0,Muy Alto,Muy Alto,Pérdida
Multi-channeled real-time info-mediaries,2023-06-27 00:00:00+00:00,2024-04-30 00:00:00+00:00,7158281.0,-0.8772540222994878,email,B2B,paid,0.0,878650.2,308.0,Muy Alto,Muy Alto,Pérdida
Function-based 4thgeneration flexibility,2023-02-11 00:00:00+00:00,2024-04-20 00:00:00+00:00,4056583.0,-0.9777549454799765,social media,B2C,promotion,0.11,90238.91,434.0,Muy Alto,Medio,Pérdida
Stand-alone client-driven approach,2023-02-28 00:00:00+00:00,2023-10-05 00:00:00+00:00,857041.0,0.009109797547608541,podcast,B2B,paid,0.71,864848.47,219.0,Muy Alto,Muy Alto,Bajo
Balanced optimizing software,2023-04-10 00:00:00+00:00,2024-05-10 00:00:00+00:00,1029736.0,-0.03115247014768829,podcast,B2B,paid,0.71,997657.18,396.0,Muy Alto,Muy Alto,Pérdida
De-engineered object-oriented framework,2022-10-01 00:00:00+00:00,2023-12-10 00:00:00+00:00,1262462.0,-0.6116320095179102,social media,B2C,paid,0.51,490299.83,435.0,Muy Alto,Muy Alto,Pérdida
Multi-layered full-range throughput,2023-02-09 00:00:00+00:00,2024-03-01 00:00:00+00:00,7139888.0,-0.9399584139134955,social media,B2B,paid,0.83,428690.2,386.0,Muy Alto,Muy Alto,Pérdida
Self-enabling multi-tasking help-desk,2023-05-01 00:00:00+00:00,2024-07-16 00:00:00+00:00,953782.0,-0.21981451736350655,email,B2B,referral,0.91,744126.87,442.0,Muy Alto,Muy Alto,Pérdida
Object-based national standardization,2022-08-13 00:00:00+00:00,2023-10-06 00:00:00+00:00,9504966.0,-0.9676543188055592,podcast,B2C,promotion,0.2,307444.6,419.0,Muy Alto,Muy Alto,Pérdida
Object-based leadingedge initiative,2023-03-01 00:00:00+00:00,2024-02-08 00:00:00+00:00,142549.0,1.6234248574174497,podcast,B2C,promotion,0.31,373966.59,344.0,Alto,Muy Alto,Medio
Sharable background circuit,2022-08-26 00:00:00+00:00,2024-06-15 00:00:00+00:00,3938023.0,-0.7768272430100077,email,B2B,referral,0.99,878859.45,659.0,Muy Alto,Muy Alto,Pérdida
Synchronized national system engine,2023-01-18 00:00:00+00:00,2023-11-11 00:00:00+00:00,122382.0,5.280071415731071,social media,B2C,paid,0.3,768567.7,297.0,Alto,Muy Alto,Alto
Front-line attitude-oriented adapter,2023-01-07 00:00:00+00:00,2024-04-23 00:00:00+00:00,3257519.0,-0.9195239966367043,webinar,B2C,referral,0.17,262152.11,472.0,Muy Alto,Muy Alto,Pérdida
Grass-roots scalable framework,2023-02-16 00:00:00+00:00,2023-08-19 00:00:00+00:00,619781.0,-0.9998254060708541,social media,B2C,paid,0.77,108.21,184.0,Muy Alto,Muy Bajo,Pérdida
Networked zero administration array,2022-12-29 00:00:00+00:00,2023-12-13 00:00:00+00:00,628938.0,0.5210992180469298,email,B2B,promotion,0.53,956677.1,349.0,Muy Alto,Muy Alto,Bajo
Visionary client-driven instruction set,2022-12-18 00:00:00+00:00,2023-11-09 00:00:00+00:00,8096314.0,-0.9356769907886477,email,B2C,organic,0.7,520779.28,326.0,Muy Alto,Muy Alto,Pérdida
Seamless directional Graphic Interface,2022-08-27 00:00:00+00:00,2023-12-08 00:00:00+00:00,8983397.0,-0.9406338437453003,email,B2C,promotion,0.42,533309.75,468.0,Muy Alto,Muy Alto,Pérdida
Innovative 4thgeneration protocol,2022-08-16 00:00:00+00:00,2024-01-24 00:00:00+00:00,7885726.0,-0.8859436937068318,webinar,B2C,promotion,0.74,899416.78,526.0,Muy Alto,Muy Alto,Pérdida
