campaign_name,start_date,end_date,budget,roi,type,target_audience,channel,conversion_rate,revenue,duration_days,beneficio_neto,budget_cat,revenue_cat,roi_cat
Triple-buffered bi-directional extranet,2023-07-05 00:00:00+00:00,2023-11-02 00:00:00+00:00,2699081.0,0.81,email,B2C,Referral,0.75,228421.55,120.0,-2470659.45,Muy Alto,Muy Alto,Bajo
Down-sized systemic open architecture,2022-11-14 00:00:00+00:00,2024-02-25 00:00:00+00:00,4311383.0,0.35,webinar,B2B,organic,0.33,317940.22,468.0,-3993442.7800000003,Muy Alto,Muy Alto,Bajo
Optional composite secured line,2023-06-05 00:00:00+00:00,2024-02-13 00:00:00+00:00,9925038.0,0.78,webinar,B2B,Referral,0.37,149879.61,253.0,-9775158.39,Muy Alto,Alto,Bajo
Self-enabling non-volatile core,2023-07-28 00:00:00+00:00,2024-03-16 00:00:00+00:00,388446.0,0.44,podcast,B2B,organic,0.86,637965.2,232.0,249519.19999999995,Muy Alto,Muy Alto,Bajo
Multi-tiered context-sensitive hub,2023-06-20 00:00:00+00:00,2024-05-24 00:00:00+00:00,138068.0,0.46,podcast,B2C,promotion,0.84,159621.36,339.0,21553.359999999986,Alto,Alto,Bajo
Optimized 4thgeneration hub,2023-04-02 00:00:00+00:00,2024-06-28 00:00:00+00:00,365303.0,0.16,podcast,B2C,Referral,0.13,467146.31,453.0,101843.31,Muy Alto,Muy Alto,Bajo
Re-engineered methodical methodology,2023-06-02 00:00:00+00:00,2024-07-05 00:00:00+00:00,8615471.0,0.96,social media,B2B,paid,0.8,967152.2,399.0,-7648318.8,Muy Alto,Muy Alto,Bajo
Sharable cohesive focus group,2022-08-27 00:00:00+00:00,2023-11-03 00:00:00+00:00,8853697.0,0.39,email,B2B,paid,0.92,229463.61,433.0,-8624233.39,Muy Alto,Muy Alto,Bajo
Mandatory multi-tasking hardware,2022-09-08 00:00:00+00:00,2023-12-27 00:00:00+00:00,3525699.0,0.2,email,B2B,organic,0.7,590224.33,475.0,-2935474.67,Muy Alto,Muy Alto,Bajo
User-friendly radical conglomeration,2022-11-02 00:00:00+00:00,2024-07-17 00:00:00+00:00,6159999.0,0.86,webinar,B2C,organic,0.93,395935.5,623.0,-5764063.5,Muy Alto,Muy Alto,Bajo
Ameliorated attitude-oriented flexibility,2022-10-11 00:00:00+00:00,2024-06-15 00:00:00+00:00,7540487.0,0.5,email,B2C,Referral,0.55,132316.32,613.0,-7408170.68,Muy Alto,Alto,Bajo
Visionary methodical workforce,2023-01-27 00:00:00+00:00,2024-03-25 00:00:00+00:00,3606347.0,0.28,podcast,B2C,promotion,0.67,731497.44,423.0,-2874849.56,Muy Alto,Muy Alto,Bajo
Future-proofed 4thgeneration core,2022-11-07 00:00:00+00:00,2024-04-07 00:00:00+00:00,1737868.0,0.99,podcast,B2B,Referral,0.88,746880.8,517.0,-990987.2,Muy Alto,Muy Alto,Bajo
Networked system-worthy solution,2023-04-28 00:00:00+00:00,2024-02-22 00:00:00+00:00,705751.0,0.55,social media,B2B,paid,0.62,169122.94,300.0,-536628.06,Muy Alto,Alto,Bajo
Cross-group zero administration model,2023-01-23 00:00:00+00:00,2023-10-09 00:00:00+00:00,7567768.0,0.97,social media,B2B,paid,0.16,601591.49,259.0,-6966176.51,Muy Alto,Muy Alto,Bajo
Organized static alliance,2023-01-23 00:00:00+00:00,2023-10-04 00:00:00+00:00,203093.0,0.35,webinar,B2B,promotion,0.84,854903.83,254.0,651810.83,Muy Alto,Muy Alto,Bajo
Face-to-face scalable definition,2023-06-13 00:00:00+00:00,2024-04-26 00:00:00+00:00,7648411.0,0.88,podcast,B2B,paid,0.41,24367.21,318.0,-7624043.79,Muy Alto,Bajo,Bajo
Programmable tertiary installation,2022-11-22 00:00:00+00:00,2024-04-17 00:00:00+00:00,2098345.0,0.22,webinar,B2C,promotion,0.94,714628.56,512.0,-1383716.44,Muy Alto,Muy Alto,Bajo
Reverse-engineered multi-state standardization,2022-09-05 00:00:00+00:00,2023-10-10 00:00:00+00:00,2349846.0,0.12,podcast,B2C,organic,0.32,659782.2,400.0,-1690063.8,Muy Alto,Muy Alto,Bajo
Versatile systemic matrices,2023-03-18 00:00:00+00:00,2023-11-03 00:00:00+00:00,4076162.0,0.75,email,B2B,Referral,0.74,549518.67,230.0,-3526643.33,Muy Alto,Muy Alto,Bajo
Polarized client-driven moratorium,2023-01-25 00:00:00+00:00,2023-08-16 00:00:00+00:00,5062424.0,0.13,webinar,B2C,Referral,0.58,14079.6,203.0,-5048344.4,Muy Alto,Bajo,Bajo
Implemented neutral algorithm,2023-05-31 00:00:00+00:00,2024-05-04 00:00:00+00:00,2952887.0,0.19,podcast,B2C,promotion,0.78,550470.56,339.0,-2402416.44,Muy Alto,Muy Alto,Bajo
Enterprise-wide impactful installation,2023-07-26 00:00:00+00:00,2024-02-23 00:00:00+00:00,7162059.0,0.23,email,B2C,Referral,0.38,872243.42,212.0,-6289815.58,Muy Alto,Muy Alto,Bajo
Managed regional process improvement,2023-06-14 00:00:00+00:00,2023-09-19 00:00:00+00:00,6500753.0,0.7,email,B2B,promotion,0.99,429137.69,97.0,-6071615.31,Muy Alto,Muy Alto,Bajo
Vision-oriented incremental website,2023-02-28 00:00:00+00:00,2024-04-26 00:00:00+00:00,8886519.0,0.67,email,B2B,Referral,0.4,379377.93,423.0,-8507141.07,Muy Alto,Muy Alto,Bajo
Compatible global Graphical User Interface,2023-07-05 00:00:00+00:00,2024-05-05 00:00:00+00:00,2983885.0,0.79,webinar,B2C,paid,0.4,723242.82,305.0,-2260642.18,Muy Alto,Muy Alto,Bajo
Up-sized web-enabled flexibility,2022-09-24 00:00:00+00:00,2024-06-08 00:00:00+00:00,8272729.0,0.91,podcast,B2B,organic,0.21,804001.71,623.0,-7468727.29,Muy Alto,Muy Alto,Bajo
User-centric intermediate website,2023-03-04 00:00:00+00:00,2023-11-09 00:00:00+00:00,4077629.0,0.64,email,B2C,promotion,0.2,833389.82,250.0,-3244239.18,Muy Alto,Muy Alto,Bajo
Multi-tiered asynchronous model,2022-08-26 00:00:00+00:00,2024-01-03 00:00:00+00:00,2819289.0,0.33,social media,B2C,organic,0.1,892332.18,495.0,-1926956.8199999998,Muy Alto,Muy Alto,Bajo
Function-based homogeneous productivity,2022-10-28 00:00:00+00:00,2024-05-04 00:00:00+00:00,1171134.0,0.26,social media,B2B,organic,0.26,975549.34,554.0,-195584.66000000003,Muy Alto,Muy Alto,Bajo
Persevering tertiary solution,2022-12-24 00:00:00+00:00,2023-12-07 00:00:00+00:00,4679073.0,0.3,social media,B2C,promotion,0.79,808758.89,348.0,-3870314.11,Muy Alto,Muy Alto,Bajo
Expanded 3rdgeneration synergy,2022-10-08 00:00:00+00:00,2024-07-09 00:00:00+00:00,4394675.0,0.14,email,B2B,paid,0.0,739069.46,640.0,-3655605.54,Muy Alto,Muy Alto,Bajo
Stand-alone web-enabled array,2022-09-10 00:00:00+00:00,2023-11-24 00:00:00+00:00,4954642.0,0.62,social media,B2C,organic,0.26,837766.38,440.0,-4116875.62,Muy Alto,Muy Alto,Bajo
Reverse-engineered stable approach,2022-08-14 00:00:00+00:00,2024-01-05 00:00:00+00:00,947245.0,0.5,podcast,B2B,paid,0.77,695134.9,509.0,-252110.09999999998,Muy Alto,Muy Alto,Bajo
Streamlined homogeneous emulation,2022-08-22 00:00:00+00:00,2023-11-17 00:00:00+00:00,4179248.0,0.83,podcast,B2C,promotion,0.28,760400.54,452.0,-3418847.46,Muy Alto,Muy Alto,Bajo
Face-to-face multi-tasking flexibility,2023-06-07 00:00:00+00:00,2023-10-23 00:00:00+00:00,9299745.0,0.94,podcast,B2B,Referral,0.51,779020.93,138.0,-8520724.07,Muy Alto,Muy Alto,Bajo
Cross-group bandwidth-monitored algorithm,2023-04-18 00:00:00+00:00,2024-02-06 00:00:00+00:00,9291324.0,0.16,podcast,B2C,paid,0.63,332706.37,294.0,-8958617.63,Muy Alto,Muy Alto,Bajo
Cross-platform empowering protocol,2022-10-13 00:00:00+00:00,2024-02-05 00:00:00+00:00,1503697.0,0.72,social media,B2B,Referral,0.66,408446.72,480.0,-1095250.28,Muy Alto,Muy Alto,Bajo
Robust maximized Graphic Interface,2022-09-17 00:00:00+00:00,2024-07-31 00:00:00+00:00,9529159.0,0.3,social media,B2B,organic,0.27,804844.5,683.0,-8724314.5,Muy Alto,Muy Alto,Bajo
Reduced solution-oriented Local Area Network,2022-10-18 00:00:00+00:00,2024-02-07 00:00:00+00:00,2961785.0,0.94,podcast,B2B,paid,0.7,502557.55,477.0,-2459227.45,Muy Alto,Muy Alto,Bajo
Grass-roots multimedia hub,2022-08-07 00:00:00+00:00,2024-03-11 00:00:00+00:00,875277.0,0.21,email,B2C,paid,0.2,877263.89,582.0,1986.890000000014,Muy Alto,Muy Alto,Bajo
Inverse dedicated process improvement,2023-01-14 00:00:00+00:00,2023-12-20 00:00:00+00:00,417712.0,0.86,webinar,B2C,organic,0.7,888385.22,340.0,470673.22,Muy Alto,Muy Alto,Bajo
Networked impactful complexity,2022-11-13 00:00:00+00:00,2023-12-17 00:00:00+00:00,532895.0,0.63,webinar,B2C,Referral,0.1,843984.33,399.0,311089.32999999996,Muy Alto,Muy Alto,Bajo
Re-contextualized 3rdgeneration moderator,2023-01-15 00:00:00+00:00,2024-07-07 00:00:00+00:00,8549069.0,0.33,podcast,B2C,Referral,0.59,180847.3,539.0,-8368221.7,Muy Alto,Alto,Bajo
Operative heuristic middleware,2023-05-27 00:00:00+00:00,2023-08-28 00:00:00+00:00,955188.0,0.31,webinar,B2C,Referral,0.46,396609.72,93.0,-558578.28,Muy Alto,Muy Alto,Bajo
Seamless didactic algorithm,2022-09-06 00:00:00+00:00,2024-04-07 00:00:00+00:00,2017961.0,0.31,webinar,B2B,promotion,0.46,327538.8,579.0,-1690422.2,Muy Alto,Muy Alto,Bajo
Multi-layered neutral productivity,2023-04-14 00:00:00+00:00,2024-03-17 00:00:00+00:00,1555045.0,0.7,webinar,B2C,paid,0.23,860685.98,338.0,-694359.02,Muy Alto,Muy Alto,Bajo
Enhanced systematic conglomeration,2023-06-06 00:00:00+00:00,2024-06-03 00:00:00+00:00,2600411.0,0.82,email,B2B,organic,0.88,418291.72,363.0,-2182119.2800000003,Muy Alto,Muy Alto,Bajo
Customizable mission-critical projection,2022-09-05 00:00:00+00:00,2023-11-05 00:00:00+00:00,665621.0,0.6,email,B2B,promotion,0.6,762382.2,426.0,96761.19999999995,Muy Alto,Muy Alto,Bajo
Future-proofed dynamic Internet solution,2022-10-08 00:00:00+00:00,2023-10-20 00:00:00+00:00,849412.0,0.8,podcast,B2C,paid,0.93,208871.22,377.0,-640540.78,Muy Alto,Muy Alto,Bajo
Realigned homogeneous support,2022-10-13 00:00:00+00:00,2024-03-03 00:00:00+00:00,2413255.0,0.99,social media,B2C,paid,0.65,33543.21,507.0,-2379711.79,Muy Alto,Bajo,Bajo
Enterprise-wide non-volatile projection,2023-03-05 00:00:00+00:00,2024-04-18 00:00:00+00:00,993249.0,0.63,email,B2B,organic,0.85,513550.65,410.0,-479698.35,Muy Alto,Muy Alto,Bajo
Up-sized next generation portal,2022-11-14 00:00:00+00:00,2024-06-23 00:00:00+00:00,570293.0,0.34,social media,B2C,organic,0.88,951820.67,587.0,381527.67000000004,Muy Alto,Muy Alto,Bajo
Stand-alone modular Internet solution,2023-05-05 00:00:00+00:00,2023-08-17 00:00:00+00:00,1106874.0,0.13,podcast,B2C,promotion,0.86,747080.9,104.0,-359793.1,Muy Alto,Muy Alto,Bajo
Stand-alone composite matrix,2022-11-10 00:00:00+00:00,2023-12-19 00:00:00+00:00,4730768.0,0.78,podcast,B2B,Referral,0.85,777464.6,404.0,-3953303.4,Muy Alto,Muy Alto,Bajo
Robust national process improvement,2023-07-07 00:00:00+00:00,2023-10-09 00:00:00+00:00,521143.0,0.2,social media,B2C,organic,0.89,439449.66,94.0,-81693.34000000003,Muy Alto,Muy Alto,Bajo
Intuitive analyzing contingency,2022-11-02 00:00:00+00:00,2023-10-29 00:00:00+00:00,6648896.0,0.19,webinar,B2C,promotion,0.53,488511.76,361.0,-6160384.24,Muy Alto,Muy Alto,Bajo
Networked systemic toolset,2023-02-06 00:00:00+00:00,2023-09-12 00:00:00+00:00,4152952.0,0.54,podcast,B2C,paid,0.79,926873.57,218.0,-3226078.43,Muy Alto,Muy Alto,Bajo
Compatible content-based architecture,2023-02-05 00:00:00+00:00,2024-05-27 00:00:00+00:00,5947138.0,0.6,email,B2B,paid,0.16,247589.89,477.0,-5699548.11,Muy Alto,Muy Alto,Bajo
Universal uniform service-desk,2023-07-10 00:00:00+00:00,2024-05-16 00:00:00+00:00,3705416.0,0.39,email,B2B,Referral,0.6,5971.96,311.0,-3699444.04,Muy Alto,Muy Bajo,Bajo
Programmable non-volatile encoding,2023-02-22 00:00:00+00:00,2023-08-21 00:00:00+00:00,461849.0,0.27,podcast,B2C,Referral,0.2,870419.56,180.0,408570.56000000006,Muy Alto,Muy Alto,Bajo
Public-key logistical knowledgebase,2022-09-13 00:00:00+00:00,2024-07-25 00:00:00+00:00,3571119.0,0.93,webinar,B2C,promotion,0.39,669747.7,681.0,-2901371.3,Muy Alto,Muy Alto,Bajo
Profit-focused next generation installation,2023-03-12 00:00:00+00:00,2024-07-30 00:00:00+00:00,1650553.0,0.21,podcast,B2C,paid,0.29,401190.17,506.0,-1249362.83,Muy Alto,Muy Alto,Bajo
Right-sized transitional standardization,2023-02-06 00:00:00+00:00,2024-01-06 00:00:00+00:00,99298.0,0.97,email,B2C,promotion,0.65,970132.5,334.0,870834.5,Medio,Muy Alto,Bajo
Quality-focused local methodology,2022-09-21 00:00:00+00:00,2023-12-27 00:00:00+00:00,1109223.0,0.54,social media,B2C,paid,0.83,104296.76,462.0,-1004926.24,Muy Alto,Alto,Bajo
Intuitive mobile focus group,2023-06-04 00:00:00+00:00,2024-02-12 00:00:00+00:00,5640679.0,0.62,podcast,B2C,Referral,0.7,149846.93,253.0,-5490832.07,Muy Alto,Alto,Bajo
Extended web-enabled approach,2023-01-23 00:00:00+00:00,2023-10-26 00:00:00+00:00,940201.0,0.73,social media,B2B,Referral,0.47,253543.28,276.0,-686657.72,Muy Alto,Muy Alto,Bajo
Configurable context-sensitive orchestration,2022-09-15 00:00:00+00:00,2024-05-22 00:00:00+00:00,4558371.0,0.3,social media,B2C,organic,0.0,959198.9,615.0,-3599172.1,Muy Alto,Muy Alto,Bajo
Organized multi-state definition,2022-09-26 00:00:00+00:00,2023-11-22 00:00:00+00:00,942354.0,0.21,social media,B2B,promotion,0.16,138245.41,422.0,-804108.59,Muy Alto,Alto,Bajo
Horizontal systematic moderator,2023-06-30 00:00:00+00:00,2023-10-25 00:00:00+00:00,2055758.0,0.16,webinar,B2B,promotion,0.8,851130.62,117.0,-1204627.38,Muy Alto,Muy Alto,Bajo
Reverse-engineered non-volatile intranet,2022-08-09 00:00:00+00:00,2023-10-22 00:00:00+00:00,351799.0,0.28,webinar,B2B,Referral,0.53,119499.36,439.0,-232299.64,Muy Alto,Alto,Bajo
Versatile systematic flexibility,2023-05-16 00:00:00+00:00,2023-09-06 00:00:00+00:00,2454635.0,0.81,webinar,B2C,promotion,0.14,415710.74,113.0,-2038924.26,Muy Alto,Muy Alto,Bajo
Sharable tangible structure,2022-09-22 00:00:00+00:00,2023-12-07 00:00:00+00:00,1154573.0,0.43,social media,B2C,promotion,0.5,30036.66,441.0,-1124536.34,Muy Alto,Bajo,Bajo
Enhanced optimizing time-frame,2022-11-06 00:00:00+00:00,2024-04-02 00:00:00+00:00,137861.0,0.15,email,B2B,organic,0.66,862862.99,513.0,725001.99,Alto,Muy Alto,Bajo
Stand-alone zero-defect Graphic Interface,2023-01-09 00:00:00+00:00,2023-10-31 00:00:00+00:00,4168729.0,0.31,social media,B2B,organic,0.97,306545.57,295.0,-3862183.43,Muy Alto,Muy Alto,Bajo
Intuitive 24hour flexibility,2023-05-22 00:00:00+00:00,2023-11-30 00:00:00+00:00,7892222.0,0.6,podcast,B2C,organic,0.5,820394.15,192.0,-7071827.85,Muy Alto,Muy Alto,Bajo
Profound heuristic solution,2022-09-03 00:00:00+00:00,2023-12-05 00:00:00+00:00,2996535.0,0.55,email,B2B,organic,0.69,800087.39,458.0,-2196447.61,Muy Alto,Muy Alto,Bajo
Organized explicit pricing structure,2022-09-19 00:00:00+00:00,2023-11-10 00:00:00+00:00,4401646.0,0.67,webinar,B2C,organic,0.46,516247.3,417.0,-3885398.7,Muy Alto,Muy Alto,Bajo
Compatible local concept,2023-06-03 00:00:00+00:00,2024-03-09 00:00:00+00:00,791892.0,0.81,webinar,B2B,Referral,0.15,9576.39,280.0,-782315.61,Muy Alto,Muy Bajo,Bajo
Business-focused directional instruction set,2023-06-21 00:00:00+00:00,2023-09-08 00:00:00+00:00,653478.0,0.74,podcast,B2B,promotion,0.8,868299.33,79.0,214821.32999999996,Muy Alto,Muy Alto,Bajo
Up-sized foreground open system,2023-04-29 00:00:00+00:00,2024-05-08 00:00:00+00:00,6416551.0,0.66,podcast,B2B,promotion,0.44,290264.87,375.0,-6126286.13,Muy Alto,Muy Alto,Bajo
Operative exuding process improvement,2023-05-29 00:00:00+00:00,2023-11-11 00:00:00+00:00,5599195.0,0.15,social media,B2B,organic,0.72,972995.99,166.0,-4626199.01,Muy Alto,Muy Alto,Bajo
Ergonomic full-range workforce,2023-04-25 00:00:00+00:00,2024-03-13 00:00:00+00:00,8809467.0,0.94,email,B2B,paid,0.24,295898.2,323.0,-8513568.8,Muy Alto,Muy Alto,Bajo
Down-sized object-oriented website,2022-11-16 00:00:00+00:00,2024-04-10 00:00:00+00:00,2303051.0,0.4,social media,B2C,Referral,0.9,14158.69,511.0,-2288892.31,Muy Alto,Bajo,Bajo
Fully-configurable web-enabled info-mediaries,2023-03-30 00:00:00+00:00,2024-04-04 00:00:00+00:00,4420735.0,0.79,social media,B2C,organic,0.51,865565.75,371.0,-3555169.25,Muy Alto,Muy Alto,Bajo
User-centric intangible success,2023-01-09 00:00:00+00:00,2023-08-27 00:00:00+00:00,4059489.0,0.94,email,B2C,Referral,0.86,313328.51,230.0,-3746160.49,Muy Alto,Muy Alto,Bajo
Realigned zero administration intranet,2023-03-12 00:00:00+00:00,2023-11-29 00:00:00+00:00,5531488.0,0.11,social media,B2B,paid,0.34,354396.83,262.0,-5177091.17,Muy Alto,Muy Alto,Bajo
Secured grid-enabled policy,2023-07-22 00:00:00+00:00,2023-08-27 00:00:00+00:00,912752.0,0.77,email,B2C,paid,0.38,761329.99,36.0,-151422.01,Muy Alto,Muy Alto,Bajo
Sharable neutral array,2023-03-24 00:00:00+00:00,2024-06-15 00:00:00+00:00,6771657.0,0.39,webinar,B2B,promotion,0.15,120441.4,449.0,-6651215.6,Muy Alto,Alto,Bajo
Universal global benchmark,2023-05-04 00:00:00+00:00,2024-03-13 00:00:00+00:00,1539047.0,0.57,webinar,B2B,paid,0.72,289275.2,314.0,-1249771.8,Muy Alto,Muy Alto,Bajo
Adaptive well-modulated extranet,2022-11-18 00:00:00+00:00,2023-08-09 00:00:00+00:00,7110548.0,0.41,social media,B2C,promotion,0.9,242732.54,264.0,-6867815.46,Muy Alto,Muy Alto,Bajo
Robust tangible strategy,2023-05-16 00:00:00+00:00,2023-12-16 00:00:00+00:00,445925.0,0.95,webinar,B2C,paid,0.62,285414.63,214.0,-160510.37,Muy Alto,Muy Alto,Bajo
Versatile context-sensitive interface,2022-11-05 00:00:00+00:00,2023-10-29 00:00:00+00:00,3038256.0,0.71,webinar,B2B,paid,0.95,441419.78,358.0,-2596836.2199999997,Muy Alto,Muy Alto,Bajo
Synergistic value-added help-desk,2023-04-01 00:00:00+00:00,2024-07-18 00:00:00+00:00,2952793.0,0.85,social media,B2C,paid,0.61,142683.63,474.0,-2810109.37,Muy Alto,Alto,Bajo
Multi-channeled didactic process improvement,2022-12-31 00:00:00+00:00,2024-06-08 00:00:00+00:00,9733913.0,0.5,email,B2B,organic,0.69,409395.67,525.0,-9324517.33,Muy Alto,Muy Alto,Bajo
Distributed stable emulation,2022-12-04 00:00:00+00:00,2024-03-19 00:00:00+00:00,3872334.0,0.41,email,B2C,Referral,0.22,122519.77,471.0,-3749814.23,Muy Alto,Alto,Bajo
Operative context-sensitive Local Area Network,2022-08-31 00:00:00+00:00,2023-11-28 00:00:00+00:00,6223475.0,0.51,email,B2B,promotion,0.84,640882.28,454.0,-5582592.72,Muy Alto,Muy Alto,Bajo
Seamless motivating infrastructure,2023-02-20 00:00:00+00:00,2023-10-20 00:00:00+00:00,6347839.0,0.96,podcast,B2B,organic,0.28,563372.52,242.0,-5784466.48,Muy Alto,Muy Alto,Bajo
Switchable leadingedge alliance,2023-01-29 00:00:00+00:00,2024-07-28 00:00:00+00:00,9323634.0,0.92,webinar,B2C,Referral,0.85,545988.99,546.0,-8777645.01,Muy Alto,Muy Alto,Bajo
Multi-lateral grid-enabled middleware,2023-06-11 00:00:00+00:00,2024-07-17 00:00:00+00:00,8471825.0,0.98,social media,B2B,paid,0.97,76971.76,402.0,-8394853.24,Muy Alto,Medio,Bajo
Inverse system-worthy utilization,2022-08-25 00:00:00+00:00,2023-08-15 00:00:00+00:00,173981.0,0.22,email,B2C,paid,0.6,36397.45,355.0,-137583.55,Alto,Bajo,Bajo
Extended next generation paradigm,2023-06-01 00:00:00+00:00,2024-01-26 00:00:00+00:00,781356.0,0.54,podcast,B2B,Referral,0.11,551156.74,239.0,-230199.26,Muy Alto,Muy Alto,Bajo
Customer-focused bifurcated service-desk,2023-04-08 00:00:00+00:00,2023-09-19 00:00:00+00:00,247696.0,0.65,social media,B2B,organic,0.9,161983.35,164.0,-85712.65,Muy Alto,Alto,Bajo
Extended tangible hierarchy,2022-08-02 00:00:00+00:00,2024-04-07 00:00:00+00:00,3694395.0,0.63,social media,B2C,Referral,0.46,135256.94,614.0,-3559138.06,Muy Alto,Alto,Bajo
Down-sized systematic contingency,2023-05-14 00:00:00+00:00,2024-07-26 00:00:00+00:00,6741739.0,0.15,podcast,B2C,paid,0.74,291171.32,439.0,-6450567.68,Muy Alto,Muy Alto,Bajo
Focused holistic installation,2022-12-13 00:00:00+00:00,2023-09-14 00:00:00+00:00,6500876.0,0.15,podcast,B2B,paid,0.36,433912.4,275.0,-6066963.6,Muy Alto,Muy Alto,Bajo
Profound 24/7 parallelism,2023-06-21 00:00:00+00:00,2023-12-13 00:00:00+00:00,754785.0,0.15,social media,B2B,Referral,0.34,372918.3,175.0,-381866.7,Muy Alto,Muy Alto,Bajo
Ergonomic incremental utilization,2022-11-06 00:00:00+00:00,2024-06-01 00:00:00+00:00,305748.0,0.2,webinar,B2C,promotion,0.92,985934.77,573.0,680186.77,Muy Alto,Muy Alto,Bajo
Implemented actuating structure,2023-01-26 00:00:00+00:00,2024-05-11 00:00:00+00:00,7345284.0,0.1,podcast,B2B,paid,0.83,870280.71,471.0,-6475003.29,Muy Alto,Muy Alto,Bajo
Optimized high-level ability,2023-04-22 00:00:00+00:00,2024-03-23 00:00:00+00:00,211342.0,0.97,email,B2C,paid,0.6,545164.59,336.0,333822.58999999997,Muy Alto,Muy Alto,Bajo
Up-sized eco-centric open architecture,2023-05-20 00:00:00+00:00,2023-08-22 00:00:00+00:00,4343929.0,0.57,social media,B2B,paid,0.24,887646.91,94.0,-3456282.09,Muy Alto,Muy Alto,Bajo
Business-focused systematic Graphical User Interface,2023-01-25 00:00:00+00:00,2023-11-22 00:00:00+00:00,5579559.0,0.37,social media,B2B,organic,0.7,678927.4,301.0,-4900631.6,Muy Alto,Muy Alto,Bajo
Up-sized maximized time-frame,2023-05-17 00:00:00+00:00,2024-06-24 00:00:00+00:00,779544.0,0.95,social media,B2B,organic,0.24,533292.53,404.0,-246251.46999999997,Muy Alto,Muy Alto,Bajo
Versatile explicit standardization,2023-05-08 00:00:00+00:00,2023-11-16 00:00:00+00:00,9372856.0,0.87,webinar,B2B,paid,0.68,371660.32,192.0,-9001195.68,Muy Alto,Muy Alto,Bajo
Extended regional paradigm,2023-01-15 00:00:00+00:00,2023-09-09 00:00:00+00:00,6159931.0,0.44,email,B2C,organic,0.3,510396.54,237.0,-5649534.46,Muy Alto,Muy Alto,Bajo
Multi-channeled real-time info-mediaries,2023-06-27 00:00:00+00:00,2024-04-30 00:00:00+00:00,7158281.0,0.51,email,B2B,paid,0.0,878650.2,308.0,-6279630.8,Muy Alto,Muy Alto,Bajo
Function-based 4thgeneration flexibility,2023-02-11 00:00:00+00:00,2024-04-20 00:00:00+00:00,4056583.0,0.62,social media,B2C,promotion,0.11,90238.91,434.0,-3966344.09,Muy Alto,Medio,Bajo
Stand-alone client-driven approach,2023-02-28 00:00:00+00:00,2023-10-05 00:00:00+00:00,857041.0,0.52,podcast,B2B,paid,0.71,864848.47,219.0,7807.469999999972,Muy Alto,Muy Alto,Bajo
Balanced optimizing software,2023-04-10 00:00:00+00:00,2024-05-10 00:00:00+00:00,1029736.0,0.95,podcast,B2B,paid,0.71,997657.18,396.0,-32078.81999999995,Muy Alto,Muy Alto,Bajo
De-engineered object-oriented framework,2022-10-01 00:00:00+00:00,2023-12-10 00:00:00+00:00,1262462.0,0.31,social media,B2C,paid,0.51,490299.83,435.0,-772162.1699999999,Muy Alto,Muy Alto,Bajo
Multi-layered full-range throughput,2023-02-09 00:00:00+00:00,2024-03-01 00:00:00+00:00,7139888.0,0.38,social media,B2B,paid,0.83,428690.2,386.0,-6711197.8,Muy Alto,Muy Alto,Bajo
Self-enabling multi-tasking help-desk,2023-05-01 00:00:00+00:00,2024-07-16 00:00:00+00:00,953782.0,0.69,email,B2B,Referral,0.91,744126.87,442.0,-209655.13,Muy Alto,Muy Alto,Bajo
Object-based national standardization,2022-08-13 00:00:00+00:00,2023-10-06 00:00:00+00:00,9504966.0,0.84,podcast,B2C,promotion,0.2,307444.6,419.0,-9197521.4,Muy Alto,Muy Alto,Bajo
Object-based leadingedge initiative,2023-03-01 00:00:00+00:00,2024-02-08 00:00:00+00:00,142549.0,0.8,podcast,B2C,promotion,0.31,373966.59,344.0,231417.59000000003,Alto,Muy Alto,Bajo
Sharable background circuit,2022-08-26 00:00:00+00:00,2024-06-15 00:00:00+00:00,3938023.0,0.58,email,B2B,Referral,0.99,878859.45,659.0,-3059163.55,Muy Alto,Muy Alto,Bajo
Synchronized national system engine,2023-01-18 00:00:00+00:00,2023-11-11 00:00:00+00:00,122382.0,0.71,social media,B2C,paid,0.3,768567.7,297.0,646185.7,Alto,Muy Alto,Bajo
Front-line attitude-oriented adapter,2023-01-07 00:00:00+00:00,2024-04-23 00:00:00+00:00,3257519.0,0.9,webinar,B2C,Referral,0.17,262152.11,472.0,-2995366.89,Muy Alto,Muy Alto,Bajo
Grass-roots scalable framework,2023-02-16 00:00:00+00:00,2023-08-19 00:00:00+00:00,619781.0,0.39,social media,B2C,paid,0.77,108.21,184.0,-619672.79,Muy Alto,Muy Bajo,Bajo
Networked zero administration array,2022-12-29 00:00:00+00:00,2023-12-13 00:00:00+00:00,628938.0,0.18,email,B2B,promotion,0.53,956677.1,349.0,327739.1,Muy Alto,Muy Alto,Bajo
Visionary client-driven instruction set,2022-12-18 00:00:00+00:00,2023-11-09 00:00:00+00:00,8096314.0,0.14,email,B2C,organic,0.7,520779.28,326.0,-7575534.72,Muy Alto,Muy Alto,Bajo
Seamless directional Graphic Interface,2022-08-27 00:00:00+00:00,2023-12-08 00:00:00+00:00,8983397.0,0.6,email,B2C,promotion,0.42,533309.75,468.0,-8450087.25,Muy Alto,Muy Alto,Bajo
